Winner,Team1,Team2,Team1_Score,Team2_Score
AVANGAR,EPG,AVANGAR,10,16
GODSENT,Heroic,GODSENT,16,6
GODSENT,Heroic,GODSENT,16,6
Kinguin,Sprout,Kinguin,16,8
Enyoy,Enyoy,SJ,6,16
Red Reserve,aAa,Red Reserve,16,8
Envy,Envy,Space Soldiers,16,13
Space Soldiers,Space Soldiers,Envy,5,16
Stifmeister,Stifmeister,DIVIZON,6,16
Tainted Minds,Riotous Academy,Tainted Minds,10,16
Grayhound,Grayhound,SIN,6,16
Riotous,Ground Zero,Riotous,17,19
Azure,ORDER,Azure,16,4
Azure,Grayhound,Azure,16,4
Corvidae,Corvidae,Riotous,16,12
5POWER,Recca,5POWER,17,19
AVANGAR,AVANGAR,Red Reserve,19,16
Red Reserve,AVANGAR,Red Reserve,16,4
Fire Dragoon,LeviAthaN,Fire Dragoon,10,16
Vega Squadron,BIG,Vega Squadron,12,16
Vega Squadron,BIG,Vega Squadron,16,19
Kinguin,Kinguin,MANS NOT HOT,8,16
Kinguin,MANS NOT HOT,Kinguin,11,16
MANS NOT HOT,Kinguin,MANS NOT HOT,17,19
Complexity,Liquid,Complexity,11,16
Complexity,Complexity,Liquid,7,16
Complexity,Liquid,Complexity,16,2
Asterion,Asterion,Red Reserve,6,16
Nemiga,Unity,Nemiga,14,16
DIVIZON,Enyoy,DIVIZON,15,19
eXtatus,eXtatus,Space Soldiers,6,16
Space Soldiers,Space Soldiers,eXtatus,22,19
PRIDE,PRIDE,Sprout,9,16
AGO,AGO,HellRaisers,3,16
HellRaisers,AGO,HellRaisers,13,16
Unity,SJ,Unity,14,16
Gambit,Gambit,aAa,16,1
Liquid,Liquid,NRG,16,14
Liquid,NRG,Liquid,16,7
NRG,NRG,Liquid,8,16
ALTERNATE aTTaX,GODSENT,ALTERNATE aTTaX,11,16
ALTERNATE aTTaX,GODSENT,ALTERNATE aTTaX,16,9
GODSENT,ALTERNATE aTTaX,GODSENT,16,7
SJ,Stifmeister,SJ,14,16
Renegades,Splyce,Renegades,10,16
Renegades,Renegades,Splyce,7,16
Splyce,Splyce,Renegades,4,16
FURIA,W7M,FURIA,13,16
W7M,W7M,FURIA,16,11
FURIA,FURIA,W7M,8,16
No Tenemos Nada,Mask Off,No Tenemos Nada,16,5
eRa,CheckSix,eRa,17,19
Renegades,Renegades,Luminosity,16,11
Luminosity,Renegades,Luminosity,16,6
HWML,HWML,Rise Nation,4,16
No Tenemos Nada,Freedom 35,No Tenemos Nada,16,6
HWML,h00liGaNz,HWML,16,8
Mask Off,AZIO,Mask Off,10,16
Chiefs,Chiefs,SIN,19,17
Athletico,Athletico,TRIDENT,16,12
Lucky7,Chiefs,Lucky7,16,6
seadoggs,Athletico,seadoggs,20,22
MC,merry,MC,16,3
Carnage,Chiefs,Carnage,16,5
Tainted Minds,Athletico,Tainted Minds,14,16
5POWER,5POWER,Fire Dragoon,16,14
LeviAthaN,Recca,LeviAthaN,14,16
LeviAthaN,LeviAthaN,Recca,7,16
LeviAthaN,Recca,LeviAthaN,16,5
Heroic,Heroic,Envy,7,16
Envy,Heroic,Envy,16,4
Envy,Envy,Heroic,7,16
Nemiga,Gambit,Nemiga,16,6
HellRaisers,HellRaisers,Vega Squadron,19,15
Vega Squadron,Vega Squadron,HellRaisers,7,16
Complexity,Liquid,Complexity,16,6
Complexity,Liquid,Complexity,16,19
Liquid,Liquid,Complexity,16,13
Swole Patrol,RONIN,Swole Patrol,10,16
Luminosity,Splyce,Luminosity,19,22
Splyce,Luminosity,Splyce,16,3
Rise Nation,Rise Nation,GX,7,16
CheckSix,LFAO,CheckSix,10,16
Swole Patrol,Swole Patrol,h00liGaNz,16,14
Murderers Row 5,Etherian,Murderers Row 5,16,7
eRa,eRa,subtLe,7,16
Rise Nation,Rise Nation,LFAO,22,20
Riotous Academy,Corvidae,Riotous Academy,16,3
Riotous,Corvidae,Riotous,16,4
Corvidae,Riotous,Corvidae,11,16
Grayhound,Grayhound,Chiefs,16,13
Lucky7,seadoggs,Lucky7,12,16
merry,merry,Grayhound,6,16
Fire Dragoon,Recca,Fire Dragoon,16,19
Recca,Fire Dragoon,Recca,20,22
Recca,Recca,Fire Dragoon,5,16
NOXIUM fe,Keyd fe,NOXIUM fe,16,2
NOXIUM fe,NOXIUM fe,Malvinas fe,16,10
HellRaisers,Heroic,HellRaisers,11,16
Heroic,Heroic,HellRaisers,9,16
Mythic,Mythic,subtLe,16,12
Malvinas fe,Malvinas fe,Keyd fe,8,16
FRENCH CANADIANS,Swole Patrol,FRENCH CANADIANS,1,16
mixtape,AGO,mixtape,16,8
Berzerk,Wololos,Berzerk,16,7
forZe,MANS NOT HOT,forZe,11,16
Tricked,PRIDE,Tricked,17,19
PressZ,Space Soldiers,PressZ,16,3
dizLown,dizLown,Nordavind,8,16
Royal Bandits,Sprout,Royal Bandits,16,4
Epsilon,Epsilon,Valiance,22,18
Stifmeister,Nemiga,Stifmeister,16,19
FRENCH CANADIANS,Mythic,FRENCH CANADIANS,10,16
AGO,AGO,Wololos,16,14
Freedom Fraggers,American Eagles,Freedom Fraggers,16,8
Space Soldiers,forZe,Space Soldiers,12,16
Tricked,Tricked,Nordavind,25,23
Singularity,Singularity,Snabbabrillor,16,11
Sprout,Sprout,Epsilon,6,16
Swole Patrol,subtLe,Swole Patrol,14,16
Those Damn Canadians,CLG Red,Those Damn Canadians,14,16
AGO,Space Soldiers,AGO,14,16
AGO,Space Soldiers,AGO,16,9
Space Soldiers,AGO,Space Soldiers,16,8
Freedom Fraggers,Poutine Puggers,Freedom Fraggers,1,16
SK,Cloud9,SK,16,2
Tricked,Epsilon,Tricked,16,6
Tricked,Tricked,Epsilon,16,10
Epsilon,Epsilon,Tricked,16,13
CLG Red,CLG Red,American Eagles,16,1
SK,SK,FRENCH CANADIANS,16,11
Rogue,Renegades,Rogue,16,8
Renegades,Renegades,Rogue,16,10
Poutine Puggers,Those Damn Canadians,Poutine Puggers,16,2
Mythic,Cloud9,Mythic,16,7
Freedom Fraggers,Freedom Fraggers,CLG Red,4,16
Swole Patrol,Swole Patrol,Cloud9,3,16
Mythic,Mythic,RONIN,6,16
Rise Nation,Rise Nation,NRG,16,14
Rise Nation,Rise Nation,NRG,8,16
NRG,Rise Nation,NRG,11,16
LFAO,GX,LFAO,16,5
Freedom 35,Freedom 35,Ghost Academy,16,10
Mythic,SK,Mythic,16,3
F1-racecar-PEEK,Atmosphere,F1-racecar-PEEK,16,3
subtLe,BlackOut,subtLe,13,16
Atmosphere,Iceberg,Atmosphere,14,16
Freedom 35,Murderers Row 5,Freedom 35,10,16
NGA,NGA,Refuse,6,16
Refuse,Refuse,NGA,16,1
SJ,SJ,LDLC,4,16
Conquer,Conquer,pro100,6,16
LDLC,pro100,LDLC,16,8
SJ,Conquer,SJ,11,16
SCARZ Absolute,SCARZ Absolute,Ardeont,5,16
AVANGAR,AVANGAR,GODSENT,16,10
AVANGAR,GODSENT,AVANGAR,13,16
SJ,SJ,LDLC,16,13
SJ,SJ,LDLC,4,16
LDLC,SJ,LDLC,10,16
24BHB,24BHB,Talon,16,14
IMPRESS,Flexal,IMPRESS,17,19
Flexal,Flexal,IMPRESS,5,16
Elite Wolves,Elite Wolves,Isurus,6,16
TeamOne,TeamOne,Vault,19,16
Sprout,Sprout,Epsilon,16,11
Sprout,Epsilon,Sprout,13,16
Malvinas fe,Malvinas fe,NOXIUM fe,19,15
NOXIUM fe,Malvinas fe,NOXIUM fe,16,9
rEAK,Elite Wolves,rEAK,16,4
FC Lahti Menace,FC Lahti Menace,ALTERNATE aTTaX,2,16
HAVU,HAVU,North Academy,6,16
SABER,Baltic Elite,SABER,16,7
SABER,Baltic Elite,SABER,14,16
SABER,Baltic Elite,SABER,16,8
Isurus,Isurus,TeamOne,16,12
FC Lahti Menace,HAVU,FC Lahti Menace,16,5
ALTERNATE aTTaX,North Academy,ALTERNATE aTTaX,16,9
KoN Finland,KoN Denmark,KoN Finland,16,8
LDLC,LDLC,Quantum Bellator Fire,16,13
LDLC,Quantum Bellator Fire,LDLC,16,2
Quantum Bellator Fire,LDLC,Quantum Bellator Fire,12,16
rEAK,rEAK,Vault,7,16
subtLe,subtLe,SK,8,16
KoN Sweden,KoN Denmark,KoN Sweden,16,8
ALTERNATE aTTaX,ALTERNATE aTTaX,HAVU,8,16
ALTERNATE aTTaX,HAVU,ALTERNATE aTTaX,16,4
Stifmeister,Gambit,Stifmeister,13,16
American Eagles,Those Damn Canadians,American Eagles,16,9
Elite Wolves,Elite Wolves,TeamOne,9,16
Cloud9,Cloud9,FRENCH CANADIANS,16,12
W7M,W7M,C4,19,15
C4,W7M,C4,16,8
KoN Denmark,KoN Norway,KoN Denmark,12,16
Poutine Puggers,Poutine Puggers,CLG Red,8,16
Swole Patrol,SK,Swole Patrol,16,5
Isurus,Isurus,Vault,16,12
Ninjas in Vandamkes,Bleiz,Ninjas in Vandamkes,12,16
Ninjas in Vandamkes,Ninjas in Vandamkes,Bleiz,16,12
TeamOne,TeamOne,rEAK,16,0
Swole Patrol,Swole Patrol,Mythic,16,13
Freedom Fraggers,Freedom Fraggers,Those Damn Canadians,6,16
Luminosity,Liquid,Luminosity,16,2
Luminosity,Luminosity,Liquid,3,16
Vault,Vault,Elite Wolves,16,10
Poutine Puggers,Poutine Puggers,American Eagles,5,16
subtLe,Cloud9,subtLe,16,8
subtLe,subtLe,FRENCH CANADIANS,8,16
Isurus,rEAK,Isurus,1,16
Renegades,Renegades,NRG,16,14
NRG,Renegades,NRG,16,2
Baltic Elite,Baltic Elite,Refuse,6,16
Baltic Elite,Baltic Elite,Refuse,9,16
Signature,Signature,5POWER,6,16
5POWER,5POWER,Signature,16,13
LDLC,North Academy,LDLC,11,16
LDLC,LDLC,North Academy,16,11
BIG,BIG,Heroic,4,16
Heroic,Heroic,BIG,16,11
Natus Vincere,Epsilon,Natus Vincere,13,16
Epsilon,Epsilon,Natus Vincere,7,16
HellRaisers,HellRaisers,AGO,9,16
HellRaisers,HellRaisers,AGO,16,11
AGO,HellRaisers,AGO,16,5
Envy,Envy,Singularity,9,16
Envy,Singularity,Envy,16,6
Ardeont,Ardeont,24BHB,16,13
IMPRESS,IMPRESS,Ninjas in Vandamkes,8,16
Ninjas in Vandamkes,IMPRESS,Ninjas in Vandamkes,18,22
HAVU,pro100,HAVU,11,16
HAVU,HAVU,pro100,16,13
Talon,Talon,SCARZ Absolute,16,13
SCARZ Absolute,SCARZ Absolute,Talon,16,11
Talon,SCARZ Absolute,Talon,14,16
Malvinas fe,Keyd fe,Malvinas fe,16,3
Malvinas fe,Malvinas fe,Keyd fe,9,16
NOVA,EPG,NOVA,16,6
Kungar,Kungar,Syman,16,11
Singularity,fnatic,Singularity,16,7
fnatic,Singularity,fnatic,14,16
HellRaisers,mousesports,HellRaisers,16,3
HellRaisers,HellRaisers,mousesports,16,12
HellRaisers,HellRaisers,mousesports,16,10
North,North,Heroic,16,12
Heroic,Heroic,North,16,11
Heroic,Heroic,North,16,14
Gambit,Gambit,Natus Vincere,16,12
Natus Vincere,Natus Vincere,Gambit,22,19
Gambit,Gambit,Natus Vincere,16,14
EPG,Kungar,EPG,13,16
Kungar,Kungar,EPG,4,16
Espada,DreamEaters,Espada,16,8
IMPRESS,IMPRESS,Baltic Elite,6,16
LPSP,LPSP,faBB,16,13
gomixhehe,gomixhehe,mustasch,4,16
MANS NOT HOT,Enyoy,MANS NOT HOT,12,16
Vault,TeamOne,Vault,16,6
Vault,TeamOne,Vault,16,6
YouCorn,Demise,YouCorn,11,16
DreamEaters,DreamEaters,weWILLwin,28,24
DreamEaters,DreamEaters,weWILLwin,16,13
Epsilon,Singularity,Epsilon,16,9
Epsilon,Epsilon,Singularity,16,13
Epsilon,Singularity,Epsilon,13,16
mousesports,mousesports,BIG,16,1
BIG,BIG,mousesports,4,16
YouCorn,MANS NOT HOT,YouCorn,16,3
MANS NOT HOT,YouCorn,MANS NOT HOT,11,16
mustasch,mustasch,LPSP,16,11
mustasch,LPSP,mustasch,16,6
LPSP,LPSP,mustasch,16,14
Ninjas in Vandamkes,Ninjas in Vandamkes,Refuse,5,16
Refuse,Refuse,Ninjas in Vandamkes,16,12
Refuse,Ninjas in Vandamkes,Refuse,14,16
AGO,North,AGO,14,16
AGO,AGO,North,8,16
North,AGO,North,10,16
SLAVGENT,SEAL,SLAVGENT,16,7
SLAVGENT,SEAL,SLAVGENT,16,7
Codewise Unicorns,Tygrysy Sajsona,Codewise Unicorns,11,16
Tygrysy Sajsona,Codewise Unicorns,Tygrysy Sajsona,11,16
Codewise Unicorns,Tygrysy Sajsona,Codewise Unicorns,10,16
Natus Vincere,Envy,Natus Vincere,14,16
Envy,Envy,Natus Vincere,8,16
HAVU,HAVU,LDLC,16,11
HAVU,HAVU,LDLC,7,16
LDLC,HAVU,LDLC,16,2
Izako Boars,Izako Boars,KOPUNIO,16,14
Izako Boars,Izako Boars,KOPUNIO,5,16
KOPUNIO,KOPUNIO,Izako Boars,16,12
PRIDE Academy,VenatoreS,PRIDE Academy,16,19
PRIDE Academy,PRIDE Academy,VenatoreS,16,14
Isurus,Isurus,Elite Wolves,16,1
Elite Wolves,Isurus,Elite Wolves,16,3
Freedom Fraggers,Those Damn Canadians,Freedom Fraggers,16,5
Those Damn Canadians,Freedom Fraggers,Those Damn Canadians,13,16
KR0NIKZ,KR0NIKZ,2K,16,13
KR0NIKZ,2K,KR0NIKZ,16,4
KR0NIKZ,KR0NIKZ,2K,8,16
F1-racecar-PEEK,Etherian,F1-racecar-PEEK,16,6
F1-racecar-PEEK,Etherian,F1-racecar-PEEK,17,19
Etherian,F1-racecar-PEEK,Etherian,16,8
Complexity,Complexity,ownage,16,10
Complexity,ownage,Complexity,17,19
Swole Patrol,Swole Patrol,Splyce,3,16
Splyce,Splyce,Swole Patrol,16,11
Liquid,Renegades,Liquid,12,16
Renegades,Renegades,Liquid,9,16
American Eagles,American Eagles,CLG Red,16,12
American Eagles,American Eagles,CLG Red,6,16
American Eagles,American Eagles,CLG Red,9,16
Cloud9,Swole Patrol,Cloud9,12,16
Swole Patrol,Cloud9,Swole Patrol,16,5
Codewise Unicorns,Codewise Unicorns,PRIDE Academy,19,17
PRIDE Academy,PRIDE Academy,Codewise Unicorns,5,16
need more DM,GameAgents,need more DM,16,6
need more DM,need more DM,GameAgents,7,16
porg,ROG-Warriors,porg,16,3
ROG-Warriors,ROG-Warriors,porg,16,12
God Is With Us,God Is With Us,Nice,19,15
God Is With Us,Nice,God Is With Us,16,4
God Is With Us,Nice,God Is With Us,16,5
Pixel,Team123,Pixel,13,16
Team123,Team123,Pixel,9,16
fnatic,fnatic,HellRaisers,16,12
fnatic,HellRaisers,fnatic,13,16
Heroic,Gambit,Heroic,15,19
Heroic,Heroic,Gambit,16,12
SEAL,SEAL,KOPUNIO,22,20
KOPUNIO,SEAL,KOPUNIO,12,16
KOPUNIO,KOPUNIO,SEAL,7,16
Pixel,Pixel,ROG-Warriors,16,13
Pixel,Pixel,ROG-Warriors,16,11
GameAgents,GameAgents,Nice,16,13
Nice,GameAgents,Nice,16,4
HEY,HEY,Espada,8,16
HEY,Espada,HEY,16,8
North,North,Natus Vincere,16,14
North,Natus Vincere,North,16,2
North,North,Natus Vincere,16,10
Epsilon,mousesports,Epsilon,14,16
mousesports,Epsilon,mousesports,11,16
Epsilon,mousesports,Epsilon,16,8
aesthetic,Wolsung,aesthetic,16,7
aesthetic,aesthetic,Wolsung,6,16
Skinlordz,Skinlordz,SPLY,16,14
SPLY,Skinlordz,SPLY,12,16
Skinlordz,Skinlordz,SPLY,7,16
DZVER,supadupafly,DZVER,12,16
x6tence,Nexus,x6tence,20,22
Pixel,Pixel,GameAgents,7,16
Pixel,GameAgents,Pixel,16,2
Windigo,Windigo,KPI,16,12
Freedom Fraggers,American Eagles,Freedom Fraggers,16,3
American Eagles,American Eagles,Freedom Fraggers,16,1
Elite Wolves,Elite Wolves,Vault,3,16
Elite Wolves,Elite Wolves,Vault,5,16
cooL,Valiance,cooL,16,9
Orgless,AVENGERS,Orgless,16,7
nerdRage,nerdRage,AYB,16,10
Codewise Unicorns,Codewise Unicorns,SEAL,9,16
SEAL,SEAL,Codewise Unicorns,16,13
eXtatus,eXtatus,GUNRUNNERS,16,12
GUNRUNNERS,eXtatus,GUNRUNNERS,16,8
Universe,Dark Tigers,Universe,10,16
Dark Tigers,Dark Tigers,Universe,16,10
Dark Tigers,Universe,Dark Tigers,10,16
EURONICS,AGO,EURONICS,16,9
Gromatic,Gromatic,SSD,2,16
Gromatic,Gromatic,SSD,8,16
2FAST2FURIOUS,Gravity,2FAST2FURIOUS,16,9
2FAST2FURIOUS,Gravity,2FAST2FURIOUS,16,5
x6tence,x6tence,DZVER,16,11
x6tence,x6tence,DZVER,16,10
Windigo,Valiance,Windigo,12,16
Windigo,Valiance,Windigo,16,7
Windigo,Valiance,Windigo,12,16
mousesports,mousesports,Gambit,16,10
Gambit,Gambit,mousesports,16,11
Gambit,Gambit,mousesports,16,13
SPLY,Wolsung,SPLY,16,5
SPLY,SPLY,Wolsung,16,12
Sprout,DIVIZON,Sprout,14,16
Wolsung,SPLY,Wolsung,1,16
PRIDE,PRIDE,Fragsters,19,15
AGO,nerdRage,AGO,14,16
nerdRage,AGO,nerdRage,16,2
HellRaisers,HellRaisers,North,16,11
North,HellRaisers,North,14,16
North,North,HellRaisers,16,10
AVENGERS,AVENGERS,Sprout,9,16
Sprout,AVENGERS,Sprout,10,16
Those Damn Canadians,CLG Red,Those Damn Canadians,14,16
Those Damn Canadians,Those Damn Canadians,CLG Red,16,14
Isurus,TeamOne,Isurus,11,16
TeamOne,Isurus,TeamOne,14,16
TeamOne,TeamOne,Isurus,16,14
SSD,SSD,eXtatus,5,16
eXtatus,eXtatus,SSD,16,14
Dark Tigers,Dark Tigers,Gravity,16,11
Dark Tigers,Dark Tigers,Gravity,19,17
Rise Nation,Rise Nation,BlackOut,16,14
BlackOut,BlackOut,Rise Nation,7,16
VelGT,VelGT,ownage,8,16
ownage,ownage,VelGT,16,14
Etherian,Swole Patrol,Etherian,15,19
Etherian,Etherian,Swole Patrol,5,16
Etherian,Swole Patrol,Etherian,17,19
Rogue,Rogue,Blackwoodproductions,16,10
Rogue,Blackwoodproductions,Rogue,16,8
Blackwoodproductions,Rogue,Blackwoodproductions,16,2
Cloud9,SK,Cloud9,16,9
Cloud9,SK,Cloud9,10,16
Cloud9,SK,Cloud9,16,6
F1-racecar-PEEK,F1-racecar-PEEK,Torqued,5,16
Rise Nation,Etherian,Rise Nation,14,16
Corvidae,Corvidae,TRIDENT,16,14
ORDER,ORDER,SIN,16,14
seadoggs,Carnage,seadoggs,12,16
TRIDENT,MC,TRIDENT,19,22
AIMCATS,AIMCATS,qup,16,14
Evolution,TEAMSWAGYOLO,Evolution,16,9
Espada,FLuffy Gangsters,Espada,16,7
RAVE,RAVE,forZe,19,16
NOVA,NOVA,EPG,16,14
Space Jam,Space Jam,GoodJob,8,16
Tainted Minds,Grayhound,Tainted Minds,14,16
merry,merry,Corvidae,19,16
Talon,Talon,24BHB,6,16
Talon,Talon,24BHB,4,16
Epsilon,Epsilon,LDLC,16,12
LDLC,Epsilon,LDLC,16,6
24BHB,24BHB,5POWER,16,12
24BHB,24BHB,5POWER,6,16
24BHB,24BHB,5POWER,8,16
Refuse,Refuse,Espada,16,11
Espada,Espada,Refuse,9,16
Natus Vincere,Natus Vincere,GODSENT,16,10
GODSENT,GODSENT,Natus Vincere,16,14
Natus Vincere,GODSENT,Natus Vincere,14,16
Windigo,Windigo,MANS NOT HOT,7,16
MANS NOT HOT,Windigo,MANS NOT HOT,10,16
DeepDarkDanger,DeepDarkDanger,abv,6,16
Ha MaSSe,Ha MaSSe,DreamEaters,6,16
Tricked,Tricked,Kinguin,4,16
Nemiga,PRIDE,Nemiga,16,4
Nemiga,forZe,Nemiga,13,16
Pompa Academy,Delusion,Pompa Academy,13,16
ProXima Academy,ProXima Academy,DEEZ NUTS,7,16
SEAL,Homesick,SEAL,13,16
SOLARIS,SOLARIS,Codewise Unicorns,5,16
Quantum Bellator Fire,Sprout,Quantum Bellator Fire,13,16
Sprout,Sprout,Quantum Bellator Fire,16,11
Quantum Bellator Fire,Sprout,Quantum Bellator Fire,16,4
GoodJob,GoodJob,AVANGAR,6,16
VenatoreS,Pompa Academy,VenatoreS,12,16
Pompa Academy,Pompa Academy,VenatoreS,6,16
DEEZ NUTS,PRIDE,DEEZ NUTS,16,5
DEEZ NUTS,PRIDE,DEEZ NUTS,16,8
GODSENT,GODSENT,Space Soldiers,4,16
Space Soldiers,Space Soldiers,GODSENT,19,16
Codewise Unicorns,Kinguin,Codewise Unicorns,16,3
Kinguin,Codewise Unicorns,Kinguin,20,22
SEAL,AGO,SEAL,12,16
SEAL,AGO,SEAL,16,7
SEAL,SEAL,AGO,6,16
Chiefs,Chiefs,ORDER,16,13
Riotous Academy,Riotous Academy,Athletico,8,16
Fire Dragoon,Fire Dragoon,Ardeont,16,14
Fire Dragoon,Fire Dragoon,Ardeont,4,16
Ardeont,Ardeont,Fire Dragoon,16,10
AVANGAR,ALTERNATE aTTaX,AVANGAR,14,16
ALTERNATE aTTaX,ALTERNATE aTTaX,AVANGAR,3,16
Espada,Espada,Ha MaSSe,16,13
DeepDarkDanger,Evolution,DeepDarkDanger,12,16
Epsilon,Epsilon,Quantum Bellator Fire,16,10
Quantum Bellator Fire,Quantum Bellator Fire,Epsilon,5,16
qup,qup,forZe,6,16
GoodJob,abv,GoodJob,12,16
FLuffy Gangsters,AIMCATS,FLuffy Gangsters,12,16
AGO,AGO,MANS NOT HOT,16,12
TEAMSWAGYOLO,NOVA,TEAMSWAGYOLO,11,16
eXtatus,PRIDE,eXtatus,16,4
Space Jam,EPG,Space Jam,12,16
Fragsters,Fragsters,Royal Bandits,16,10
Royal Bandits,Royal Bandits,Fragsters,8,16
Kinguin,Kinguin,PRIDE,19,16
Kinguin,PRIDE,Kinguin,14,16
Windigo,pro100,Windigo,15,19
AGO,VenatoreS,AGO,10,16
VenatoreS,AGO,VenatoreS,13,16
VenatoreS,AGO,VenatoreS,13,16
DreamEaters,RAVE,DreamEaters,10,16
Sprout,Sprout,Epsilon,8,16
Sprout,Epsilon,Sprout,16,7
eXtatus,eXtatus,MANS NOT HOT,9,16
North Academy,Windigo,North Academy,15,19
Kinguin,VenatoreS,Kinguin,19,22
VenatoreS,VenatoreS,Kinguin,16,10
Kinguin,Kinguin,VenatoreS,7,16
LFAO,LFAO,eRa,6,16
Etherian,Etherian,Atmosphere,9,16
Freedom 35,Freedom 35,CheckSix,16,14
subtLe,Grizzlys,subtLe,16,8
Iceberg,Rise Nation,Iceberg,16,8
LFAO,LFAO,h00liGaNz,16,12
Wise,Wise,Swole Patrol,4,16
Ground Zero,Ground Zero,Grayhound,4,16
merry,ORDER,merry,16,4
merry,merry,Chiefs,16,14
Fire Dragoon,24BHB,Fire Dragoon,16,7
Fire Dragoon,24BHB,Fire Dragoon,14,16
24BHB,24BHB,Fire Dragoon,16,11
5POWER,5POWER,Ardeont,3,16
5POWER,5POWER,Ardeont,9,16
DreamEaters,GoodJob,DreamEaters,16,6
DeepDarkDanger,NOVA,DeepDarkDanger,16,5
AVANGAR,Space Soldiers,AVANGAR,14,16
AVANGAR,Space Soldiers,AVANGAR,12,16
qup,qup,EPG,3,16
Red Reserve,Red Reserve,VenatoreS,6,16
Fragsters,Fragsters,North Academy,16,12
Gambit,Unity,Gambit,12,16
Kinguin,Kinguin,forZe,9,16
KlikTech,Valiance,KlikTech,16,4
Ha MaSSe,Evolution,Ha MaSSe,16,7
Espada,Espada,abv,16,11
GoodJob,EPG,GoodJob,17,19
EPG,EPG,GoodJob,16,11
GoodJob,EPG,GoodJob,16,3
forZe,forZe,PRIDE,8,16
HAVU,NOREG,HAVU,16,2
MANS NOT HOT,mousesports,MANS NOT HOT,16,6
FLuffy Gangsters,TEAMSWAGYOLO,FLuffy Gangsters,14,16
AVANGAR,AVANGAR,Tricked,16,11
DIVIZON,Kinguin,DIVIZON,16,5
Unity,Unity,Windigo,7,16
mousesports,mousesports,MANS NOT HOT,16,12
Nexus,SJ,Nexus,16,9
SJ,Nexus,SJ,12,16
forZe,forZe,Space Jam,16,1
HAVU,Valiance,HAVU,16,7
Conquer,Asterion,Conquer,15,19
Refuse,Refuse,Demise,19,17
Stifmeister,Stifmeister,FTW.PRO,22,20
Windigo,Windigo,Fragsters,8,16
ALTERNATE aTTaX,ALTERNATE aTTaX,Singularity,9,16
Nemiga,Nemiga,AVANGAR,4,16
RAVE,RAVE,AIMCATS,16,10
Refuse,Refuse,Conquer,9,16
Refuse,Conquer,Refuse,16,19
Refuse,Conquer,Refuse,13,16
Stifmeister,Valiance,Stifmeister,16,8
Valiance,Stifmeister,Valiance,11,16
GameAgents,Epsilon,GameAgents,10,16
Singularity,Singularity,Tricked,8,16
Fragsters,Fragsters,Gambit,4,16
volgare,KPI,volgare,16,8
volgare,volgare,KPI,8,16
MALCO,MANS NOT HOT,MALCO,16,3
ALTERNATE aTTaX,Windigo,ALTERNATE aTTaX,13,16
Mythic,Mythic,CheckSix,16,10
Grizzlys,Grizzlys,Say No More,16,14
F1-racecar-PEEK,F1-racecar-PEEK,BlackOut,16,14
RONIN,RONIN,subtLe,16,13
h00liGaNz,h00liGaNz,Wise,9,16
Riotous,Riotous,lol123,16,13
ORDER,ORDER,Riotous Academy,16,1
Lucky7,Ground Zero,Lucky7,10,16
seadoggs,seadoggs,MC,19,17
Athletico,ORDER,Athletico,16,5
TRIDENT,ORDER,TRIDENT,16,5
DeepDarkDanger,DeepDarkDanger,EPG,3,16
Natus Vincere,Epsilon,Natus Vincere,16,9
Epsilon,Natus Vincere,Epsilon,14,16
GoodJob,HEY,GoodJob,20,22
GoodJob,HEY,GoodJob,16,8
HEY,HEY,GoodJob,3,16
TEAMSWAGYOLO,TEAMSWAGYOLO,forZe,7,16
Valiance,ALTERNATE aTTaX,Valiance,16,8
MANS NOT HOT,Fragsters,MANS NOT HOT,16,9
North Academy,North Academy,AGO,8,16
DreamEaters,DreamEaters,NOVA,16,11
VenatoreS,VenatoreS,Tricked,7,16
EPG,EPG,Windigo,7,16
Torqued,SK,Torqued,16,4
Torqued,SK,Torqued,16,5
MALCO,North Academy,MALCO,16,3
Red Reserve,Singularity,Red Reserve,17,19
HAVU,HAVU,KlikTech,16,10
AIMCATS,abv,AIMCATS,16,9
Unity,Sprout,Unity,10,16
eXtatus,eXtatus,Nexus,16,14
AGO,AGO,BIG,16,11
BIG,BIG,AGO,16,12
AGO,BIG,AGO,14,16
Evolution,Space Jam,Evolution,16,6
Nemiga,Singularity,Nemiga,16,5
Enyoy,Enyoy,Unity,6,16
Espada,Espada,RAVE,7,16
Fragsters,Fragsters,Red Reserve,16,10
Nexus,Windigo,Nexus,16,5
Vega Squadron,North,Vega Squadron,16,5
Vega Squadron,Vega Squadron,North,2,16
NOREG,GameAgents,NOREG,16,7
Red Reserve,Red Reserve,eXtatus,16,14
Stifmeister,Fragsters,Stifmeister,17,19
Windigo,Epsilon,Windigo,15,19
Liquid,NiP,Liquid,16,3
NiP,Liquid,NiP,16,8
Liquid,NiP,Liquid,14,16
Heroic,Cloud9,Heroic,16,4
Cloud9,Heroic,Cloud9,10,16
RONIN,RONIN,AZIO,19,17
subtLe,Mask Off,subtLe,16,2
Grizzlys,AZIO,Grizzlys,12,16
F1-racecar-PEEK,F1-racecar-PEEK,Mythic,8,16
BlackOut,Rise Nation,BlackOut,18,22
HWML,HWML,Iceberg,6,16
Grizzlys,Grizzlys,No Tenemos Nada,16,14
Espada,Espada,TEAMSWAGYOLO,16,13
Space Jam,NOVA,Space Jam,12,16
